text,likes,replies,date,sentiment
"This is called colonisation, but obviously,western people don't know what does means ,they have been built upon colonisation,so 40k or more is no prob,it s actually part of the plan!",0,0,2024-08-19T18:40:43Z,
Maybe they should stop supporting terrorism !,7,0,2024-08-15T22:22:37Z,
BBC picking up headlines from ICJ ruling.,2,0,2024-01-31T12:02:31Z,
"This is totally insane. First person POV on a terrorist attack, (you are there!), all recorded on GoPro and posted into the public domain. Not to put too fine a point on it, but artificial intelligence (AI) is being trained on everything we throw out there, including this. Its appetite is prodigious, compulsive, insatiable ....  Heaven help us. We are capable of anything. And our successor intelligence will know all.",6,4,2023-11-16T04:09:39Z,
"""When injustice becomes law, resistance becomes duty""",182,14,2024-06-12T00:20:24Z,
"Ppl were living in those places, they had a great view of everything!. War Destroys and takes lives.",5,0,2023-10-28T01:51:22Z,
They want to destruct all big building to have good view of the ground  and they dont care who os living there,0,0,2023-11-02T11:24:57Z,
No any kids woman killed by Palestinian army..,1,0,2024-03-28T02:37:05Z,
"Lies their not Hamas.
Israeli soldier's dressed as Hamas so they have an excuse to invade Gaza.
IDF soldiers know how to speak Arabic and they look like each other.
Iraq was a lie so is this...
They are now trying to paint a picture saying all of the Palestinians are Hamas. 
No logic you have to be blind not to see the truth.
Ok Hamas did the terroristic act on Israel on the 7th of October only the 7th Israel been attacking innocent people from the 7th till now where's the logic. You've got to be realistic on where and how to put justice. 
Ok Putin and the war with Ukraine. The reason why Russia's invasion of Ukraine is taking its toll is because Russia is giving the Ukrainians time to leave. Russia knows not to push the elderly out so soon because again they need time to move in some cases up to 2 weeks. So this brings us back to Israel. now Israel knows it's not going to last long so they are speeding up the process of elimination. It's simple.",0,0,2023-11-16T10:00:13Z,
"The IDF should have been able to prevent that day from happening, but on Oct. 7 it was not ready. Propaganda was, instead.",2,0,2024-03-20T17:15:47Z,1
Save Humanity. This was never seen in the world in the past.,0,0,2024-10-06T19:21:42Z,
dehumanization is their weapon,0,0,2024-03-20T16:47:42Z,
Why are the faces being hidden????,1,0,2023-11-19T10:46:11Z,2
Israel is a monster and the U.S. is a hypocrite.,1,1,2024-08-17T19:46:23Z,
"Nobody denies this terrorist attack, the question is WHY usrael took so long to come 
to help?  Very fishy!!!
Nobody can tell really why this was able to happen.
Istael knew and sacrificed its own people.",0,0,2023-11-16T04:56:08Z,
The Palestinians started this. That’s the context of all of this.,3,0,2024-02-02T12:38:43Z,
Is Real bullshit all the world's fool like USA UK   France are gullible,0,0,2023-11-16T07:09:16Z,
It is obvious that Israel's lies and retaliation on Gaza are just to cover up their own killing of their own civilians.,1,0,2024-03-20T18:27:43Z,
insha Allah this injustice will answered by the truly brothers of Islam and the almighty God justice will come,1,0,2024-10-04T18:09:09Z,
young kids? he as 24 years old with two children he a young man thats loss.,28,3,2023-11-16T02:35:51Z,
Israel is bombing  innocent civilians every day  it’s not the first time they bombing killing children and women in Palestine they have no access to food and water electricity! We’re seeing horrific videos medical facilities are getting destroyed! Netanyahu is pure evil man. I will never donate money to the democrats campaign  we will not vote for Joe Biden!! Minneapolis Minnesota,0,0,2023-10-14T19:18:29Z,
Settler-colonialism is terrorism.,1,0,2024-10-09T15:42:56Z,2
Looks like a Pease deal that Trump would make,2,0,2023-10-07T21:07:03Z,
AMERICA IS NOT SERIOUS AT ALL TO STOP  THIS GENOCIDE,6,4,2024-08-18T12:39:45Z,
Why they feel abandoned?hamas is still there with them,0,0,2024-08-22T03:02:33Z,
May God bless and help Israel in Jesus name 🙏 amen,0,0,2023-11-17T10:32:02Z,
This boils my heart out of anger ...sick minded people,0,0,2024-10-14T22:33:03Z,
"From this propaganda I was once again able to conclude that Israel is right in the conflict, this of course after I studied the history of the conflict unlike many pro-Palestinians who have no idea about the history of the conflict .",6,29,2024-06-17T20:10:23Z,
Holy propaganda. We hit the jackpot with this one boys. Try going to the country that funds this new source and speaking your mind!!,0,0,2024-07-18T14:48:37Z,
What is strange about this... Why did Israel occupy their land in the first place... Free Palestine. 🇵🇸🇵🇸🇵🇸,4,0,2023-11-16T17:50:33Z,
"Shame on Israel for attacking people screaming ""Death to Jews...""",1,4,2024-10-11T04:01:30Z,
"For the first time in a while, Palestine fought back.",4,0,2024-06-17T15:43:40Z,
Deleting of comments on full force today,1,0,2024-03-20T10:57:16Z,
Ya lets trust you guys the people that hate jews,1,0,2024-06-05T21:26:43Z,
I literally believe nothing that USA or Israel says.,1,0,2024-05-27T17:46:55Z,
The question is what can be done about it,0,0,2024-11-28T10:21:20Z,
It reminds me of the twin towers in the us going down people were claping that's why we must hate injustice in all its forms,0,0,2024-04-30T00:35:51Z,
"Should turn the place into something useful, like a car park.",0,0,2023-10-11T11:47:32Z,
The glee in their faces of hamas is disgusting...pure evil! Anyone on earth who celebrates this horror is truly devoid of humanity and no longer has a human conscious...completely void of GOD and controlled by evil.,0,0,2023-11-19T22:28:07Z,
"This will be the end of Hamas, or the end of Gaza. Whichever comes first.",0,0,2023-10-11T15:43:46Z,
It was never about getting the hostages back.,4,0,2024-10-05T03:49:38Z,
"Its show that was hitler right or wrong. 
When they do it, its right? 
When others doings with them, its crime?",0,0,2024-10-21T01:00:52Z,
"Where  is the worlds and Why are you people not matching against  this act committed by Hamas, Yes, Hamas are Palestinians. Promoting equal rights and justice requires condemnation of all forms of violence, regardless of the perpetrator. Addressing conflicts involving Hamas or any other entity should involve a comprehensive approach that seeks peace, justice, and human rights for all affected parties.",1,0,2023-11-16T21:33:56Z,
Hamas still not surrendered then they must really care about Palestine,0,0,2024-03-14T21:38:35Z,
"when Lubavitcher Rebbe (the last Great Rabbi) met Netanyahu, he told him that Bibi would be the last President prior to the coming of the Jewish Messiah (the anti-Christ) & this is the true reason behind all the crazy behaviour by the Jews in Palestine, they truly believe they are doing God's work by clearing the way (Genociding the Gazans) to clear the path for their Mashiach....",0,0,2024-04-06T06:38:32Z,
Where are the Arab nations? Where is Saudi Arabia? Where is Dubai? Where are the other Muslim countries? Why aren't they standing with Palestine? 😢,0,0,2024-10-03T17:32:44Z,
"They shouldn't feel abandoned by Boeing!
Boeing has supplied thousands of Boeing 2000 lb JDAM Bunker-Buster Bombs to obliterate carbon-based life.",2,0,2024-08-16T00:03:52Z,
"For  those denials - 
“Compelling Evidence Of Human Shield Tactics” British Colonel Analyses Latest Hamas Footage
https://www.youtube.com/watch?v=sajDZX_YRfw&t=2s",0,0,2023-11-20T22:55:52Z,
This is brutality of Palestinians people in his land,0,0,2024-04-17T11:41:54Z,
"Now I see. Reason why nomone should be spared in Gaza, gazian supported this",1,0,2024-07-05T06:18:34Z,
WE NEED SPANISH COVER SOON PLEASE,0,0,2024-10-06T20:11:00Z,
With so many fake news from CNN who could believe anything anymore 😔,1,0,2023-11-16T05:40:53Z,
"Thank you, Al-Jazeera, for your honest journalism and press. You have opened my eyes to the truth and I will never close them again.",5,0,2024-10-06T13:10:08Z,
"They didn’t expect to be this big?
What were they thinking on Oct 7?!",0,0,2024-10-14T13:58:31Z,
"Opening statement by this woman is that the West Knew about all this and we cant hide from it. Ok, I am not one of the hypocrites, so yes we know and we feel no deep sorrow other than the fact Hamas attacked. To this woman,, You also Knew Hamas would attack, and you have known this many years before October 7th. You believe in Hamas, and you encourage Hamas, you are part of Hamas, so this is a real war, and it is a retaliation war against Hamas which is also you. No , we Americans do not support a Hamas run Palestine. We also Believe the Holy Bible, that is the number one reason Israel is our closest buddy! And the sad truth for you, is that the Bible says there is no Palestine, but there is the City of David in the Country of Israel. So putting all the hypocritical BS aside, Yes you have a real big enemy over here and never doubt it, we dont care about you one red cent, we care about our Israel.",2,0,2024-10-12T06:30:27Z,
CNN??? sory lies..,0,0,2024-01-20T13:23:20Z,
Why this channel saying hamas Terrorist? Why you don’t called the Israeli is Terrorist too? Not only that Terrorist israel they’re also occupiers and killers. Why u don’t address this? Let’s come to mind why this people is unfairly u all biased n no dignity just to have money income to fed your family of saying lies in camera even your eyes seen the truth. Shame all of u man,0,0,2023-11-16T02:58:26Z,1
"when I watch this , my heart was pounding like I wish I am not live in this terrible horrible world, I wish this people doing this to another human being ,they also can feeling their pain, they have family too, and they are human ? far too wicked.",0,0,2024-10-15T15:20:02Z,
"Do you know about cause and effect? Well, what you are looking at is the effects, caused by the chances hamas took on October 7th.",0,0,2024-01-02T14:50:27Z,
"Not professional from Israeli, not fair to the kids. can't we just live in peace😭",0,0,2024-10-06T09:12:29Z,
American government should be trialed and prosecuted,0,0,2024-10-08T08:27:29Z,
Their strategy was a tragedy. A strategy based on the misery of their own people cannot bring victory. This was the obvious strategy that CNN and other stupid media ignored. They never questioned Hamas and its death-glorifying faith. They ignored the fact that they did not seek reconciliation with Israel.,0,0,2024-08-16T16:59:47Z,
Punch a hornets nest and expect to get stung.,0,0,2023-10-14T02:17:30Z,
"came here for the based comments, not the pathetic shilling of the video",0,0,2024-08-22T21:38:46Z,
"Israël does not see the others as humans, but their slaves and laws and international laws do not apply to Israël.  Israël does what it wants and uses the hollocost card, money, media, weapons, allies, and threats ... to commit genocides in Palestine and Lebanon. 
None believes in the international constitutions anymore! You can only protect your lives if you possess the power.",3,0,2024-10-16T15:05:24Z,
"Everyone knows that AL Jazeera is nothing but a propaganda outlet for the terrorists. Funny how you downplay the attrocities committed by the terrorists against Israeli Jews and Arabs, and you don't even mention the attrocities committed by Hamas against Palestinians.",0,0,2024-10-15T16:15:29Z,
"This is NOT ""resistance"" .... I cannot fathom how every U.S. citizen is not anti-Hamas. They're terrorists.",1,0,2023-11-16T02:55:06Z,
